Model,Dataset,RMSE,MAE,MSE,MAPE,R2,nRMSE,KGE,Time(s),Folder,N_Hidden,Layers,N_Ensemble,Blocks,Activation
MLP,isotherm,79.9590288151532,14.804469108581543,6393.4462890625,0.002180417301133275,0.9999908208847046,0.00017345699394853012,0.9995213306855368,4572.4079620838165,isotherm_MLP_20260330-172252_Area_Iso_distance_Iso_width,256,4,,,GELU
