timestamp,datetime,total_power_w,total_gpu_power_w,total_cpu_power_w,cpu_utilization_pct,num_active_gpus,num_processes
1774888934.338498,2026-03-30T18:42:14.338498,178.2531875,145.19,33.0631875,2.126785714285714,1,2
1774888935.723232,2026-03-30T18:42:15.723232,248.5525,215.74,32.8125,1.7857142857142858,1,2
1774888937.1066585,2026-03-30T18:42:17.106658,249.4925,216.68,32.8125,1.7857142857142858,1,2
1774888938.4865239,2026-03-30T18:42:18.486524,253.2025,220.39,32.8125,1.7857142857142858,1,2
1774888939.8854463,2026-03-30T18:42:19.885446,252.0325,219.22,32.8125,1.7857142857142858,1,2
1774888941.262173,2026-03-30T18:42:21.262173,166.07,134.57,31.5,0.0,1,2
