"Flow_well","Hydr_gradient","Hydr_conductivity","Aqu_thickness","Cone"
1.15741,0.0015,0.0017,10,0.119757988
1.15741,0.0015,0.0035,10,0.058361914
1.15741,0.0015,0.005,10,0.040893683
1.15741,0.0015,0.007,10,0.029216152
1.15741,0.0015,0.014,10,0.01459888
1.15741,0.0015,0.029,10,0.007038274
1.15741,0.0015,0.058,10,0.003509986
1.736115,0.0015,0.00085,10,0.35530277
1.736115,0.0015,0.0017,10,0.179100642
1.736115,0.0015,0.0035,10,0.08740868
1.736115,0.0015,0.005,10,0.06127035
1.736115,0.0015,0.007,10,0.043807154
1.736115,0.0015,0.014,10,0.021907574
1.736115,0.0015,0.029,10,0.010566539
1.736115,0.0015,0.058,10,0.005274129
2.31482,0.0015,0.00085,10,0.471007558
2.31482,0.0015,0.0017,10,0.238096735
2.31482,0.0015,0.0035,10,0.116372176
2.31482,0.0015,0.005,10,0.081606002
2.31482,0.0015,0.007,10,0.058361914
2.31482,0.0015,0.014,10,0.029216152
2.31482,0.0015,0.029,10,0.014095383
2.31482,0.0015,0.058,10,0.007038274
3.47223,0.0015,0.0017,10,0.355065137
3.47223,0.0015,0.0035,10,0.174051253
3.47223,0.0015,0.005,10,0.122154922
3.47223,0.0015,0.007,10,0.08740868
3.47223,0.0015,0.014,10,0.043807154
3.47223,0.0015,0.029,10,0.021151518
3.47223,0.0015,0.058,10,0.010566539
5.78705,0.0015,0.0017,10,0.585014378
5.78705,0.0015,0.0035,10,0.288430713
5.78705,0.0015,0.005,10,0.202767762
5.78705,0.0015,0.007,10,0.145252878
5.78705,0.0015,0.014,10,0.072895735
5.78705,0.0015,0.029,10,0.035265292
5.78705,0.0015,0.058,10,0.01762331
8.680575,0.0015,0.0035,10,0.42960726
8.680575,0.0015,0.005,10,0.302637499
8.680575,0.0015,0.007,10,0.217095468
8.680575,0.0015,0.014,10,0.109139082
8.680575,0.0015,0.029,10,0.052843608
8.680575,0.0015,0.058,10,0.026443918
11.5741,0.0015,0.0035,10,0.568837271
11.5741,0.0015,0.005,10,0.401529385
11.5741,0.0015,0.007,10,0.288430713
11.5741,0.0015,0.014,10,0.145252878
11.5741,0.0015,0.029,10,0.070391391
11.5741,0.0015,0.058,10,0.035265292
17.36115,0.0015,0.005,10,0.596454338
17.36115,0.0015,0.007,10,0.42960726
17.36115,0.0015,0.014,10,0.217095468
17.36115,0.0015,0.029,10,0.105395787
17.36115,0.0015,0.058,10,0.052843608
23.1482,0.0015,0.007,10,0.568837271
23.1482,0.0015,0.014,10,0.288430713
23.1482,0.0015,0.029,10,0.140279325
23.1482,0.0015,0.058,10,0.070391391
34.7223,0.0015,0.014,10,0.42960726
34.7223,0.0015,0.029,10,0.209687113
34.7223,0.0015,0.058,10,0.105395787
46.2964,0.0015,0.014,10,0.568837271
46.2964,0.0015,0.029,10,0.278621254
46.2964,0.0015,0.058,10,0.140279325
69.4446,0.0015,0.029,10,0.415093949
69.4446,0.0015,0.058,10,0.209687113
92.5928,0.0015,0.029,10,0.549746866
92.5928,0.0015,0.058,10,0.278621254
115.741,0.0015,0.029,10,0.682821821
115.741,0.0015,0.058,10,0.347088119
144.67625,0.0015,0.058,10,0.43202409
173.6115,0.0015,0.058,10,0.516251609
202.54675,0.0015,0.058,10,0.599782308
231.482,0.0015,0.058,10,0.682821821
0.1736115,0.0015,0.00021,12,0.121606086
0.1736115,0.0015,0.00042,12,0.060796668
0.1736115,0.0015,0.00085,12,0.030101803
0.1736115,0.0015,0.0017,12,0.015034356
0.1736115,0.0015,0.0035,12,0.007296783
0.1736115,0.0015,0.005,12,0.005103927
0.1736115,0.0015,0.007,12,0.003642021
0.1736115,0.0015,0.014,12,0.001814637
0.1736115,0.0015,0.029,12,0.000869437
0.1736115,0.0015,0.058,12,0.000428343
0.578705,0.0015,0.00021,12,0.40065835
0.578705,0.0015,0.00042,12,0.201441201
0.578705,0.0015,0.00085,12,0.100049888
0.578705,0.0015,0.0017,12,0.050102741
0.578705,0.0015,0.0035,12,0.024352432
0.578705,0.0015,0.005,12,0.017042856
0.578705,0.0015,0.007,12,0.01216977
0.578705,0.0015,0.014,12,0.00607853
0.578705,0.0015,0.029,12,0.00292787
0.578705,0.0015,0.058,12,0.001457561
1.15741,0.0015,0.00042,12,0.399572665
1.15741,0.0015,0.00085,12,0.199263779
1.15741,0.0015,0.0017,12,0.099982079
1.15741,0.0015,0.0035,12,0.048681209
1.15741,0.0015,0.005,12,0.034098493
1.15741,0.0015,0.007,12,0.024352432
1.15741,0.0015,0.014,12,0.01216977
1.15741,0.0015,0.029,12,0.005868488
1.15741,0.0015,0.058,12,0.00292787
1.736115,0.0015,0.00042,12,0.59451683
1.736115,0.0015,0.00085,12,0.297672214
1.736115,0.0015,0.0017,12,0.149657033
1.736115,0.0015,0.0035,12,0.072940089
1.736115,0.0015,0.005,12,0.051109281
1.736115,0.0015,0.007,12,0.036533538
1.736115,0.0015,0.014,12,0.018261254
1.736115,0.0015,0.029,12,0.008809092
1.736115,0.0015,0.058,12,0.004398177
2.31482,0.0015,0.00085,12,0.395288061
2.31482,0.0015,0.0017,12,0.199129265
2.31482,0.0015,0.0035,12,0.097150523
2.31482,0.0015,0.005,12,0.068092193
2.31482,0.0015,0.007,12,0.048681209
2.31482,0.0015,0.014,12,0.024352432
2.31482,0.0015,0.029,12,0.011749684
2.31482,0.0015,0.058,12,0.005868488
3.47223,0.0015,0.00085,12,0.588191963
3.47223,0.0015,0.0017,12,0.297472074
3.47223,0.0015,0.0035,12,0.145426823
3.47223,0.0015,0.005,12,0.101986811
3.47223,0.0015,0.007,12,0.072940089
3.47223,0.0015,0.014,12,0.036533538
3.47223,0.0015,0.029,12,0.01763112
3.47223,0.0015,0.058,12,0.008809092
5.78705,0.0015,0.0017,12,0.491795628
5.78705,0.0015,0.0035,12,0.241406457
5.78705,0.0015,0.005,12,0.169493067
5.78705,0.0015,0.007,12,0.121312703
5.78705,0.0015,0.014,12,0.060816717
5.78705,0.0015,0.029,12,0.029393488
5.78705,0.0015,0.058,12,0.014690339
8.680575,0.0015,0.0035,12,0.360322002
8.680575,0.0015,0.005,12,0.253350646
8.680575,0.0015,0.007,12,0.181508301
8.680575,0.0015,0.014,12,0.091102446
8.680575,0.0015,0.029,12,0.044074902
8.680575,0.0015,0.058,12,0.022041965
11.5741,0.0015,0.0035,12,0.478082053
11.5741,0.0015,0.005,12,0.336632043
11.5741,0.0015,0.007,12,0.241406457
11.5741,0.0015,0.014,12,0.121312703
11.5741,0.0015,0.029,12,0.058725251
11.5741,0.0015,0.058,12,0.029393488
17.36115,0.0015,0.005,12,0.501497347
17.36115,0.0015,0.007,12,0.360322002
17.36115,0.0015,0.014,12,0.181508301
17.36115,0.0015,0.029,12,0.08797294
17.36115,0.0015,0.058,12,0.044074902
23.1482,0.0015,0.005,12,0.66414954
23.1482,0.0015,0.007,12,0.478082053
23.1482,0.0015,0.014,12,0.241406457
23.1482,0.0015,0.029,12,0.117150237
23.1482,0.0015,0.058,12,0.058725251
34.7223,0.0015,0.014,12,0.360322002
34.7223,0.0015,0.029,12,0.175295003
34.7223,0.0015,0.058,12,0.08797294
46.2964,0.0015,0.014,12,0.478082053
46.2964,0.0015,0.029,12,0.233162205
46.2964,0.0015,0.058,12,0.117150237
69.4446,0.0015,0.029,12,0.34807434
69.4446,0.0015,0.058,12,0.175295003
92.5928,0.0015,0.029,12,0.461907138
92.5928,0.0015,0.058,12,0.233162205
115.741,0.0015,0.029,12,0.574680528
115.741,0.0015,0.058,12,0.290754457
144.67625,0.0015,0.058,12,0.362362052
173.6115,0.0015,0.058,12,0.433549027
202.54675,0.0015,0.058,12,0.504320255
231.482,0.0015,0.058,12,0.574680528
0.1736115,0.0015,0.00021,16,0.091409118
0.1736115,0.0015,0.00042,16,0.045652096
0.1736115,0.0015,0.00085,16,0.022583757
0.1736115,0.0015,0.0017,16,0.011281212
0.1736115,0.0015,0.0035,16,0.005477225
0.1736115,0.0015,0.005,16,0.003832318
0.1736115,0.0015,0.007,16,0.002735711
0.1736115,0.0015,0.014,16,0.001364953
0.1736115,0.0015,0.029,16,0.000655941
0.1736115,0.0015,0.058,16,0.000325069
0.578705,0.0015,0.00021,16,0.302667391
0.578705,0.0015,0.00042,16,0.151634067
0.578705,0.0015,0.00085,16,0.075177373
0.578705,0.0015,0.0017,16,0.037615616
0.578705,0.0015,0.0035,16,0.018271126
0.578705,0.0015,0.005,16,0.012787854
0.578705,0.0015,0.007,16,0.009132558
0.578705,0.0015,0.014,16,0.004563386
0.578705,0.0015,0.029,16,0.002200013
0.578705,0.0015,0.058,16,0.001097105
1.15741,0.0015,0.00021,16,0.599753048
1.15741,0.0015,0.00042,16,0.301841394
1.15741,0.0015,0.00085,16,0.149989208
1.15741,0.0015,0.0017,16,0.075126333
1.15741,0.0015,0.0035,16,0.036547568
1.15741,0.0015,0.005,16,0.025581727
1.15741,0.0015,0.007,16,0.018271126
1.15741,0.0015,0.014,16,0.009132558
1.15741,0.0015,0.029,16,0.004405827
1.15741,0.0015,0.058,16,0.002200013
1.736115,0.0015,0.00042,16,0.450665393
1.736115,0.0015,0.00085,16,0.224456355
1.736115,0.0015,0.0017,16,0.112550191
1.736115,0.0015,0.0035,16,0.054781619
1.736115,0.0015,0.005,16,0.038371899
1.736115,0.0015,0.007,16,0.027409404
1.736115,0.0015,0.014,16,0.013701892
1.736115,0.0015,0.029,16,0.006611645
1.736115,0.0015,0.058,16,0.003302923
2.31482,0.0015,0.00042,16,0.598131113
2.31482,0.0015,0.00085,16,0.298581948
2.31482,0.0015,0.0017,16,0.149887599
2.31482,0.0015,0.0035,16,0.072995119
2.31482,0.0015,0.005,16,0.051136454
2.31482,0.0015,0.007,16,0.036547568
2.31482,0.0015,0.014,16,0.018271126
2.31482,0.0015,0.029,16,0.008817448
2.31482,0.0015,0.058,16,0.004405827
3.47223,0.0015,0.00085,16,0.44582081
3.47223,0.0015,0.0017,16,0.22430464
3.47223,0.0015,0.0035,16,0.109360659
3.47223,0.0015,0.005,16,0.076635356
3.47223,0.0015,0.007,16,0.054781619
3.47223,0.0015,0.014,16,0.027409404
3.47223,0.0015,0.029,16,0.013230317
3.47223,0.0015,0.058,16,0.006611645
5.78705,0.0015,0.0017,16,0.372118528
5.78705,0.0015,0.0035,16,0.181847196
5.78705,0.0015,0.005,16,0.127512791
5.78705,0.0015,0.007,16,0.091188117
5.78705,0.0015,0.014,16,0.045667166
5.78705,0.0015,0.029,16,0.022052445
5.78705,0.0015,0.058,16,0.011023243
8.680575,0.0015,0.0017,16,0.55500449
8.680575,0.0015,0.0035,16,0.272000568
8.680575,0.0015,0.005,16,0.190885194
8.680575,0.0015,0.007,16,0.136581221
8.680575,0.0015,0.014,16,0.068443668
8.680575,0.0015,0.029,16,0.033081519
8.680575,0.0015,0.058,16,0.016537904
11.5741,0.0015,0.0035,16,0.361653797
11.5741,0.0015,0.005,16,0.254010077
11.5741,0.0015,0.007,16,0.181847196
11.5741,0.0015,0.014,16,0.091188117
11.5741,0.0015,0.029,16,0.044095186
11.5741,0.0015,0.058,16,0.022052445
17.36115,0.0015,0.0035,16,0.539481635
17.36115,0.0015,0.005,16,0.379524901
17.36115,0.0015,0.007,16,0.272000568
17.36115,0.0015,0.014,16,0.136581221
17.36115,0.0015,0.029,16,0.066088962
17.36115,0.0015,0.058,16,0.033081519
23.1482,0.0015,0.005,16,0.504072287
23.1482,0.0015,0.007,16,0.361653797
23.1482,0.0015,0.014,16,0.181847196
23.1482,0.0015,0.029,16,0.088052849
23.1482,0.0015,0.058,16,0.044095186
34.7223,0.0015,0.007,16,0.539481635
34.7223,0.0015,0.014,16,0.272000568
34.7223,0.0015,0.029,16,0.131891282
34.7223,0.0015,0.058,16,0.066088962
46.2964,0.0015,0.014,16,0.361653797
46.2964,0.0015,0.029,16,0.175611135
46.2964,0.0015,0.058,16,0.088052849
69.4446,0.0015,0.014,16,0.539481635
69.4446,0.0015,0.029,16,0.262697629
69.4446,0.0015,0.058,16,0.131891282
92.5928,0.0015,0.029,16,0.349317346
92.5928,0.0015,0.058,16,0.175611135
115.741,0.0015,0.029,16,0.435475222
115.741,0.0015,0.058,16,0.219213041
144.67625,0.0015,0.029,16,0.542530503
144.67625,0.0015,0.058,16,0.273550519
173.6115,0.0015,0.029,16,0.648881072
173.6115,0.0015,0.058,16,0.327705906
202.54675,0.0015,0.058,16,0.381680409
231.482,0.0015,0.058,16,0.435475222
289.3525,0.0015,0.058,16,0.542530503
347.223,0.0015,0.058,16,0.648881072
0.1736115,0.0015,0.00021,20,0.073205078
0.1736115,0.0015,0.00042,20,0.036543645
0.1736115,0.0015,0.00085,20,0.018071856
0.1736115,0.0015,0.0017,20,0.009028856
0.1736115,0.0015,0.0035,20,0.00438521
0.1736115,0.0015,0.005,20,0.003069157
0.1736115,0.0015,0.007,20,0.002191787
0.1736115,0.0015,0.014,20,0.001095076
0.1736115,0.0015,0.029,20,0.000527809
0.1736115,0.0015,0.058,20,0.000263087
0.578705,0.0015,0.00021,20,0.242951876
0.578705,0.0015,0.00042,20,0.12151526
0.578705,0.0015,0.00085,20,0.06019562
0.578705,0.0015,0.0017,20,0.030100134
0.578705,0.0015,0.0035,20,0.014621117
0.578705,0.0015,0.005,20,0.010234306
0.578705,0.0015,0.007,20,0.007309771
0.578705,0.0015,0.014,20,0.003654069
0.578705,0.0015,0.029,20,0.001763187
0.578705,0.0015,0.058,20,0.000880775
1.15741,0.0015,0.00021,20,0.482999361
1.15741,0.0015,0.00042,20,0.242286643
1.15741,0.0015,0.00085,20,0.120194961
1.15741,0.0015,0.0017,20,0.060154719
1.15741,0.0015,0.0035,20,0.029244064
1.15741,0.0015,0.005,20,0.020470413
1.15741,0.0015,0.007,20,0.014621117
1.15741,0.0015,0.014,20,0.007309771
1.15741,0.0015,0.029,20,0.003528009
1.15741,0.0015,0.058,20,0.001763187
1.736115,0.0015,0.00042,20,0.362340282
1.736115,0.0015,0.00085,20,0.180016639
1.736115,0.0015,0.0017,20,0.090156305
1.736115,0.0015,0.0035,20,0.043855425
1.736115,0.0015,0.005,20,0.03070635
1.736115,0.0015,0.007,20,0.021932677
1.736115,0.0015,0.014,20,0.010965439
1.736115,0.0015,0.029,20,0.005292833
1.736115,0.0015,0.058,20,0.002645598
2.31482,0.0015,0.00042,20,0.48168459
2.31482,0.0015,0.00085,20,0.239661697
2.31482,0.0015,0.0017,20,0.120113402
2.31482,0.0015,0.0035,20,0.058446939
2.31482,0.0015,0.005,20,0.040935856
2.31482,0.0015,0.007,20,0.029244064
2.31482,0.0015,0.014,20,0.014621117
2.31482,0.0015,0.029,20,0.007057652
2.31482,0.0015,0.058,20,0.003528009
3.47223,0.0015,0.00085,20,0.35842607
3.47223,0.0015,0.0017,20,0.179894662
3.47223,0.0015,0.0035,20,0.087598381
3.47223,0.0015,0.005,20,0.061363975
3.47223,0.0015,0.007,20,0.043855425
3.47223,0.0015,0.014,20,0.021932677
3.47223,0.0015,0.029,20,0.010587267
3.47223,0.0015,0.058,20,0.005292833
5.78705,0.0015,0.00085,20,0.593880163
5.78705,0.0015,0.0017,20,0.298929067
5.78705,0.0015,0.0035,20,0.145775376
5.78705,0.0015,0.005,20,0.102158341
5.78705,0.0015,0.007,20,0.073027918
5.78705,0.0015,0.014,20,0.036555713
5.78705,0.0015,0.029,20,0.017646732
5.78705,0.0015,0.058,20,0.008822462
8.680575,0.0015,0.0017,20,0.44674239
8.680575,0.0015,0.0035,20,0.218261816
8.680575,0.0015,0.005,20,0.153035732
8.680575,0.0015,0.007,20,0.109434391
8.680575,0.0015,0.014,20,0.054800049
8.680575,0.0015,0.029,20,0.026470764
8.680575,0.0015,0.058,20,0.01323488
11.5741,0.0015,0.0017,20,0.593481818
11.5741,0.0015,0.0035,20,0.29048909
11.5741,0.0015,0.005,20,0.203785316
11.5741,0.0015,0.007,20,0.145775376
11.5741,0.0015,0.014,20,0.073027918
11.5741,0.0015,0.029,20,0.035296873
11.5741,0.0015,0.058,20,0.017646732
