"Flow_well","Hydr_gradient","Hydr_conductivity","Aqu_thickness","Cone"
0.578705,0.006,0.029,6,0.004550563
0.578705,0.006,0.058,6,0.001613242
1.15741,0.006,0.00021,6,1.431826574
1.15741,0.006,0.00042,6,0.749750304
1.15741,0.006,0.00085,6,0.388540093
1.15741,0.006,0.0017,6,0.196973036
1.15741,0.006,0.0035,6,0.096018767
1.15741,0.006,0.005,6,0.066815895
1.15741,0.006,0.007,6,0.047347431
1.15741,0.006,0.014,6,0.023011977
1.15741,0.006,0.029,6,0.010423434
1.15741,0.006,0.058,6,0.004550563
1.736115,0.006,0.00021,6,2.054873005
1.736115,0.006,0.00042,6,1.097625649
1.736115,0.006,0.00085,6,0.564655159
1.736115,0.006,0.0017,6,0.293382857
1.736115,0.006,0.0035,6,0.144006713
1.736115,0.006,0.005,6,0.100885915
1.736115,0.006,0.007,6,0.071683031
1.736115,0.006,0.014,6,0.035179952
1.736115,0.006,0.029,6,0.016298406
1.736115,0.006,0.058,6,0.007486253
2.31482,0.006,0.00042,6,1.428253257
2.31482,0.006,0.00085,6,0.742040436
2.31482,0.006,0.0017,6,0.38828355
2.31482,0.006,0.0035,6,0.191443059
2.31482,0.006,0.005,6,0.134474759
2.31482,0.006,0.007,6,0.096018767
2.31482,0.006,0.014,6,0.047347431
2.31482,0.006,0.029,6,0.022172868
2.31482,0.006,0.058,6,0.010423434
3.47223,0.006,0.00042,6,2.049916122
3.47223,0.006,0.00085,6,1.086561511
3.47223,0.006,0.0017,6,0.564287954
3.47223,0.006,0.0035,6,0.285216957
3.47223,0.006,0.005,6,0.200885972
3.47223,0.006,0.007,6,0.144006713
3.47223,0.006,0.014,6,0.071683031
3.47223,0.006,0.029,6,0.03392123
3.47223,0.006,0.058,6,0.016298406
5.78705,0.006,0.00085,6,1.728205108
5.78705,0.006,0.0017,6,0.914236584
5.78705,0.006,0.0035,6,0.460828709
5.78705,0.006,0.005,6,0.331565591
5.78705,0.006,0.007,6,0.238511276
5.78705,0.006,0.014,6,0.12014868
5.78705,0.006,0.029,6,0.057417314
5.78705,0.006,0.058,6,0.028047237
8.680575,0.006,0.0017,6,1.332752251
8.680575,0.006,0.0035,6,0.678886843
8.680575,0.006,0.005,6,0.482970108
8.680575,0.006,0.007,6,0.354607686
8.680575,0.006,0.014,6,0.179618707
8.680575,0.006,0.029,6,0.08678796
8.680575,0.006,0.058,6,0.04273236
11.5741,0.006,0.0017,6,1.727157276
11.5741,0.006,0.0035,6,0.889950157
11.5741,0.006,0.005,6,0.635857524
11.5741,0.006,0.007,6,0.460828709
11.5741,0.006,0.014,6,0.238511276
11.5741,0.006,0.029,6,0.11602572
11.5741,0.006,0.058,6,0.057417314
17.36115,0.006,0.0035,6,1.298143491
17.36115,0.006,0.005,6,0.931382729
17.36115,0.006,0.007,6,0.678886843
17.36115,0.006,0.014,6,0.354607686
17.36115,0.006,0.029,6,0.173493591
17.36115,0.006,0.058,6,0.08678796
23.1482,0.006,0.0035,6,1.683283692
23.1482,0.006,0.005,6,1.218718962
23.1482,0.006,0.007,6,0.889950157
23.1482,0.006,0.014,6,0.460828709
23.1482,0.006,0.029,6,0.230422073
23.1482,0.006,0.058,6,0.11602572
34.7223,0.006,0.0035,6,2.402135803
34.7223,0.006,0.005,6,1.758079951
34.7223,0.006,0.007,6,1.298143491
34.7223,0.006,0.014,6,0.678886843
34.7223,0.006,0.029,6,0.342700279
34.7223,0.006,0.058,6,0.173493591
46.2964,0.006,0.005,6,2.263230262
46.2964,0.006,0.007,6,1.683283692
46.2964,0.006,0.014,6,0.889950157
46.2964,0.006,0.029,6,0.445513653
46.2964,0.006,0.058,6,0.230422073
69.4446,0.006,0.007,6,2.402135803
69.4446,0.006,0.014,6,1.298143491
69.4446,0.006,0.029,6,0.656665511
69.4446,0.006,0.058,6,0.342700279
92.5928,0.006,0.014,6,1.683283692
92.5928,0.006,0.029,6,0.861228607
92.5928,0.006,0.058,6,0.445513653
115.741,0.006,0.014,6,2.050509669
115.741,0.006,0.029,6,1.062888741
115.741,0.006,0.058,6,0.551954263
144.67625,0.006,0.029,6,1.304951013
144.67625,0.006,0.058,6,0.682583053
173.6115,0.006,0.029,6,1.539448581
173.6115,0.006,0.058,6,0.810671212
202.54675,0.006,0.029,6,1.767059682
202.54675,0.006,0.058,6,0.936366279
231.482,0.006,0.029,6,1.988365444
231.482,0.006,0.058,6,1.062888741
289.3525,0.006,0.029,6,2.414005943
289.3525,0.006,0.058,6,1.304951013
347.223,0.006,0.058,6,1.539448581
405.0935,0.006,0.058,6,1.767059682
462.964,0.006,0.058,6,1.988365444
520.8345,0.006,0.058,6,2.203868264
578.705,0.006,0.058,6,2.414005943
0.1736115,0.006,0.00021,8,0.181020829
0.1736115,0.006,0.00042,8,0.090292584
0.1736115,0.006,0.00085,8,0.044160121
0.1736115,0.006,0.0017,8,0.021575203
0.1736115,0.006,0.0035,8,0.009976606
0.1736115,0.006,0.005,8,0.006691389
0.1736115,0.006,0.007,8,0.004500117
0.1736115,0.006,0.014,8,0.001760725
0.1736115,0.006,0.029,8,0.000343861
0.1736115,0.006,0.058,8,-0.000317336
0.578705,0.006,0.00021,8,0.583371619
0.578705,0.006,0.00042,8,0.298838909
0.578705,0.006,0.00085,8,0.149046602
0.578705,0.006,0.0017,8,0.074200554
0.578705,0.006,0.0035,8,0.035542562
0.578705,0.006,0.005,8,0.024586577
0.578705,0.006,0.007,8,0.017280134
0.578705,0.006,0.014,8,0.008151684
0.578705,0.006,0.029,8,0.00342948
0.578705,0.006,0.058,8,0.001225475
1.15741,0.006,0.00021,8,1.12907018
1.15741,0.006,0.00042,8,0.58182022
1.15741,0.006,0.00085,8,0.295637981
1.15741,0.006,0.0017,8,0.14894591
1.15741,0.006,0.0035,8,0.072062527
1.15741,0.006,0.005,8,0.050150339
1.15741,0.006,0.007,8,0.035542562
1.15741,0.006,0.014,8,0.017280134
1.15741,0.006,0.029,8,0.007837024
1.15741,0.006,0.058,8,0.00342948
1.736115,0.006,0.00021,8,1.643945217
1.736115,0.006,0.00042,8,0.858181828
1.736115,0.006,0.00085,8,0.439618061
1.736115,0.006,0.0017,8,0.222524884
1.736115,0.006,0.0035,8,0.108735572
1.736115,0.006,0.005,8,0.07571457
1.736115,0.006,0.007,8,0.053802369
1.736115,0.006,0.014,8,0.026412553
1.736115,0.006,0.029,8,0.012243784
1.736115,0.006,0.058,8,0.005633636
2.31482,0.006,0.00021,8,2.137346679
2.31482,0.006,0.00042,8,1.126153199
2.31482,0.006,0.00085,8,0.575696302
2.31482,0.006,0.0017,8,0.295440216
2.31482,0.006,0.0035,8,0.144740668
2.31482,0.006,0.005,8,0.101278917
2.31482,0.006,0.007,8,0.072062527
2.31482,0.006,0.014,8,0.035542562
2.31482,0.006,0.029,8,0.016650664
2.31482,0.006,0.058,8,0.007837024
3.47223,0.006,0.00042,8,1.639802213
3.47223,0.006,0.00085,8,0.849282481
3.47223,0.006,0.0017,8,0.439326649
3.47223,0.006,0.0035,8,0.216273369
3.47223,0.006,0.005,8,0.151922482
3.47223,0.006,0.007,8,0.108735572
3.47223,0.006,0.014,8,0.053802369
3.47223,0.006,0.029,8,0.025468064
3.47223,0.006,0.058,8,0.012243784
5.78705,0.006,0.00085,8,1.372477115
5.78705,0.006,0.0017,8,0.71310252
5.78705,0.006,0.0035,8,0.35746739
5.78705,0.006,0.005,8,0.251803766
5.78705,0.006,0.007,8,0.180586122
5.78705,0.006,0.014,8,0.090322766
5.78705,0.006,0.029,8,0.043098354
5.78705,0.006,0.058,8,0.021060279
8.680575,0.006,0.00085,8,1.992158118
8.680575,0.006,0.0017,8,1.048355096
8.680575,0.006,0.0035,8,0.530560236
8.680575,0.006,0.005,8,0.374944462
8.680575,0.006,0.007,8,0.269510581
8.680575,0.006,0.014,8,0.135754419
8.680575,0.006,0.029,8,0.065136238
8.680575,0.006,0.058,8,0.032079472
11.5741,0.006,0.0017,8,1.37161159
11.5741,0.006,0.0035,8,0.693643952
11.5741,0.006,0.005,8,0.496237022
11.5741,0.006,0.007,8,0.35746739
11.5741,0.006,0.014,8,0.180586122
11.5741,0.006,0.029,8,0.087174442
11.5741,0.006,0.058,8,0.043098354
17.36115,0.006,0.0017,8,1.990935286
17.36115,0.006,0.0035,8,1.020239525
17.36115,0.006,0.005,8,0.726855501
17.36115,0.006,0.007,8,0.530560236
17.36115,0.006,0.014,8,0.269510581
17.36115,0.006,0.029,8,0.131102422
17.36115,0.006,0.058,8,0.065136238
23.1482,0.006,0.0035,8,1.33540221
23.1482,0.006,0.005,8,0.955875881
23.1482,0.006,0.007,8,0.693643952
23.1482,0.006,0.014,8,0.35746739
23.1482,0.006,0.029,8,0.174417186
23.1482,0.006,0.058,8,0.087174442
34.7223,0.006,0.0035,8,1.939746981
34.7223,0.006,0.005,8,1.397168727
34.7223,0.006,0.007,8,1.020239525
34.7223,0.006,0.014,8,0.530560236
34.7223,0.006,0.029,8,0.260356713
34.7223,0.006,0.058,8,0.131102422
46.2964,0.006,0.005,8,1.822185752
46.2964,0.006,0.007,8,1.33540221
46.2964,0.006,0.014,8,0.693643952
46.2964,0.006,0.029,8,0.345392157
46.2964,0.006,0.058,8,0.174417186
69.4446,0.006,0.007,8,1.939746981
69.4446,0.006,0.014,8,1.020239525
69.4446,0.006,0.029,8,0.512825025
69.4446,0.006,0.058,8,0.260356713
92.5928,0.006,0.014,8,1.33540221
92.5928,0.006,0.029,8,0.670664917
92.5928,0.006,0.058,8,0.345392157
115.741,0.006,0.014,8,1.640298267
115.741,0.006,0.029,8,0.830256792
115.741,0.006,0.058,8,0.42954222
144.67625,0.006,0.014,8,2.012533334
144.67625,0.006,0.029,8,1.025766535
144.67625,0.006,0.058,8,0.53351229
173.6115,0.006,0.014,8,2.36892696
173.6115,0.006,0.029,8,1.217125105
173.6115,0.006,0.058,8,0.63030373
202.54675,0.006,0.029,8,1.40459593
202.54675,0.006,0.058,8,0.730855186
231.482,0.006,0.029,8,1.588417317
231.482,0.006,0.058,8,0.830256792
289.3525,0.006,0.029,8,1.949817505
289.3525,0.006,0.058,8,1.025766535
347.223,0.006,0.029,8,2.296185935
347.223,0.006,0.058,8,1.217125105
405.0935,0.006,0.058,8,1.40459593
462.964,0.006,0.058,8,1.588417317
520.8345,0.006,0.058,8,1.772108457
578.705,0.006,0.058,8,1.949817505
636.5755,0.006,0.058,8,2.124458625
694.446,0.006,0.058,8,2.296185935
752.3165,0.006,0.058,8,2.465140885
0.1736115,0.006,0.00021,10,0.145483823
0.1736115,0.006,0.00042,10,0.072266189
0.1736115,0.006,0.00085,10,0.035350142
0.1736115,0.006,0.0017,10,0.01727599
0.1736115,0.006,0.0035,10,0.007996912
0.1736115,0.006,0.005,10,0.005366574
0.1736115,0.006,0.007,10,0.003612909
0.1736115,0.006,0.014,10,0.001420925
0.1736115,0.006,0.029,10,0.000287113
0.1736115,0.006,0.058,10,-0.00024197
0.578705,0.006,0.00021,10,0.477264988
0.578705,0.006,0.00042,10,0.240738
0.578705,0.006,0.00085,10,0.119717793
0.578705,0.006,0.0017,10,0.059389047
0.578705,0.006,0.0035,10,0.028454186
0.578705,0.006,0.005,10,0.019685982
0.578705,0.006,0.007,10,0.013840722
0.578705,0.006,0.014,10,0.006535802
0.578705,0.006,0.029,10,0.002756268
0.578705,0.006,0.058,10,0.000992571
1.15741,0.006,0.00021,10,0.928043633
1.15741,0.006,0.00042,10,0.475980423
1.15741,0.006,0.00085,10,0.238143622
1.15741,0.006,0.0017,10,0.11963671
1.15741,0.006,0.0035,10,0.057678152
1.15741,0.006,0.005,10,0.040143818
1.15741,0.006,0.007,10,0.028454186
1.15741,0.006,0.014,10,0.013840722
1.15741,0.006,0.029,10,0.006283858
1.15741,0.006,0.058,10,0.002756268
1.736115,0.006,0.00021,10,1.363589237
1.736115,0.006,0.00042,10,0.701765302
1.736115,0.006,0.00085,10,0.355197454
1.736115,0.006,0.0017,10,0.178983278
1.736115,0.006,0.0035,10,0.086902587
1.736115,0.006,0.005,10,0.060600595
1.736115,0.006,0.007,10,0.043066201
1.736115,0.006,0.014,10,0.021148986
1.736115,0.006,0.029,10,0.009810037
1.736115,0.006,0.058,10,0.004519975
2.31482,0.006,0.00021,10,1.783122784
2.31482,0.006,0.00042,10,0.925595989
2.31482,0.006,0.00085,10,0.470910482
2.31482,0.006,0.0017,10,0.237983342
2.31482,0.006,0.0035,10,0.116250671
2.31482,0.006,0.005,10,0.081057685
2.31482,0.006,0.007,10,0.057678152
2.31482,0.006,0.014,10,0.028454186
2.31482,0.006,0.029,10,0.013336811
2.31482,0.006,0.058,10,0.006283858
3.47223,0.006,0.00042,10,1.360057934
3.47223,0.006,0.00085,10,0.694367502
3.47223,0.006,0.0017,10,0.354959804
3.47223,0.006,0.0035,10,0.17393355
3.47223,0.006,0.005,10,0.122033798
3.47223,0.006,0.007,10,0.086902587
3.47223,0.006,0.014,10,0.043066201
3.47223,0.006,0.029,10,0.020395231
3.47223,0.006,0.058,10,0.009810037
5.78705,0.006,0.00042,10,2.182867169
5.78705,0.006,0.00085,10,1.133095852
5.78705,0.006,0.0017,10,0.584925701
5.78705,0.006,0.0035,10,0.288320763
5.78705,0.006,0.005,10,0.202651984
5.78705,0.006,0.007,10,0.145133276
5.78705,0.006,0.014,10,0.072290345
5.78705,0.006,0.029,10,0.034500558
5.78705,0.006,0.058,10,0.016863689
8.680575,0.006,0.00085,10,1.658382276
8.680575,0.006,0.0017,10,0.860402625
8.680575,0.006,0.0035,10,0.429507197
8.680575,0.006,0.005,10,0.302528529
8.680575,0.006,0.007,10,0.216980653
8.680575,0.006,0.014,10,0.109017101
8.680575,0.006,0.029,10,0.052135611
8.680575,0.006,0.058,10,0.025682946
11.5741,0.006,0.00085,10,2.161176887
11.5741,0.006,0.0017,10,1.132363936
11.5741,0.006,0.0035,10,0.568747381
11.5741,0.006,0.005,10,0.401427323
11.5741,0.006,0.007,10,0.288320763
11.5741,0.006,0.014,10,0.145133276
11.5741,0.006,0.029,10,0.069770989
11.5741,0.006,0.058,10,0.034500558
17.36115,0.006,0.0017,10,1.657333605
17.36115,0.006,0.0035,10,0.836884025
17.36115,0.006,0.005,10,0.596366518
17.36115,0.006,0.007,10,0.429507197
17.36115,0.006,0.014,10,0.216980653
17.36115,0.006,0.029,10,0.105273557
17.36115,0.006,0.058,10,0.052135611
23.1482,0.006,0.0017,10,2.159835811
23.1482,0.006,0.0035,10,1.101761671
23.1482,0.006,0.005,10,0.783128688
23.1482,0.006,0.007,10,0.568747381
23.1482,0.006,0.014,10,0.288320763
23.1482,0.006,0.029,10,0.140159396
23.1482,0.006,0.058,10,0.069770989
34.7223,0.006,0.0035,10,1.613465
34.7223,0.006,0.005,10,1.153983903
34.7223,0.006,0.007,10,0.836884025
34.7223,0.006,0.014,10,0.429507197
34.7223,0.006,0.029,10,0.209571799
34.7223,0.006,0.058,10,0.105273557
46.2964,0.006,0.0035,10,2.103711796
46.2964,0.006,0.005,10,1.512934205
46.2964,0.006,0.007,10,1.101761671
46.2964,0.006,0.014,10,0.568747381
46.2964,0.006,0.029,10,0.278510629
46.2964,0.006,0.058,10,0.140159396
69.4446,0.006,0.005,10,2.199425469
69.4446,0.006,0.007,10,1.613465
69.4446,0.006,0.014,10,0.836884025
69.4446,0.006,0.029,10,0.414992852
69.4446,0.006,0.058,10,0.209571799
92.5928,0.006,0.007,10,2.103711796
92.5928,0.006,0.014,10,1.101761671
92.5928,0.006,0.029,10,0.549655556
92.5928,0.006,0.058,10,0.278510629
115.741,0.006,0.014,10,1.360480725
115.741,0.006,0.029,10,0.682546265
115.741,0.006,0.058,10,0.346982224
144.67625,0.006,0.014,10,1.675860421
144.67625,0.006,0.029,10,0.84150559
144.67625,0.006,0.058,10,0.431924201
173.6115,0.006,0.014,10,1.983009689
173.6115,0.006,0.029,10,1.002040247
173.6115,0.006,0.058,10,0.516157831
202.54675,0.006,0.014,10,2.282572524
202.54675,0.006,0.029,10,1.160270068
202.54675,0.006,0.058,10,0.599694734
231.482,0.006,0.029,10,1.316294286
231.482,0.006,0.058,10,0.682546265
289.3525,0.006,0.029,10,1.622090936
289.3525,0.006,0.058,10,0.84150559
347.223,0.006,0.029,10,1.920103951
347.223,0.006,0.058,10,1.002040247
405.0935,0.006,0.029,10,2.210927068
405.0935,0.006,0.058,10,1.160270068
462.964,0.006,0.029,10,2.495086269
462.964,0.006,0.058,10,1.316294286
520.8345,0.006,0.058,10,1.470205635
578.705,0.006,0.058,10,1.622090936
636.5755,0.006,0.058,10,1.772031568
694.446,0.006,0.058,10,1.920103951
752.3165,0.006,0.058,10,2.06637991
810.187,0.006,0.058,10,2.210927068
925.928,0.006,0.058,10,2.495086269
0.1736115,0.006,0.00021,12,0.121553289
0.1736115,0.006,0.00042,12,0.060243061
0.1736115,0.006,0.00085,12,0.02947409
0.1736115,0.006,0.0017,12,0.014409542
0.1736115,0.006,0.0035,12,0.006675474
0.1736115,0.006,0.005,12,0.004482876
0.1736115,0.006,0.007,12,0.003021254
0.1736115,0.006,0.014,12,0.001194239
0.1736115,0.006,0.029,12,0.000249273
0.1736115,0.006,0.058,12,-0.000191707
0.578705,0.006,0.00021,12,0.400618556
0.578705,0.006,0.00042,12,0.201392018
0.578705,0.006,0.00085,12,0.099720861
0.578705,0.006,0.0017,12,0.049510127
0.578705,0.006,0.0035,12,0.023726521
0.578705,0.006,0.005,12,0.016417646
0.578705,0.006,0.007,12,0.011545714
0.578705,0.006,0.014,12,0.005457294
0.578705,0.006,0.029,12,0.002307253
0.578705,0.006,0.058,12,0.00083725
1.15741,0.006,0.00021,12,0.788457152
1.15741,0.006,0.00042,12,0.399532818
1.15741,0.006,0.00085,12,0.199214496
1.15741,0.006,0.0017,12,0.099652553
1.15741,0.006,0.0035,12,0.048084092
1.15741,0.006,0.005,12,0.033469603
1.15741,0.006,0.007,12,0.023726521
1.15741,0.006,0.014,12,0.011545714
1.15741,0.006,0.029,12,0.005247283
1.15741,0.006,0.058,12,0.002307253
1.736115,0.006,0.00021,12,1.160411742
1.736115,0.006,0.00042,12,0.59448676
1.736115,0.006,0.00085,12,0.297627507
1.736115,0.006,0.0017,12,0.149605505
1.736115,0.006,0.0035,12,0.072442266
1.736115,0.006,0.005,12,0.050519947
1.736115,0.006,0.007,12,0.035905363
1.736115,0.006,0.014,12,0.017635022
1.736115,0.006,0.029,12,0.008187385
1.736115,0.006,0.058,12,0.003777257
2.31482,0.006,0.00021,12,1.525126041
2.31482,0.006,0.00042,12,0.786353984
2.31482,0.006,0.00085,12,0.395248009
2.31482,0.006,0.0017,12,0.199079976
2.31482,0.006,0.0035,12,0.096800526
2.31482,0.006,0.005,12,0.067570624
2.31482,0.006,0.007,12,0.048084092
2.31482,0.006,0.014,12,0.023726521
2.31482,0.006,0.029,12,0.011125911
2.31482,0.006,0.058,12,0.005247283
3.47223,0.006,0.00021,12,2.22674366
3.47223,0.006,0.00042,12,1.157355727
3.47223,0.006,0.00085,12,0.588161568
3.47223,0.006,0.0017,12,0.297427358
3.47223,0.006,0.0035,12,0.145375104
3.47223,0.006,0.005,12,0.101672178
3.47223,0.006,0.007,12,0.072442266
3.47223,0.006,0.014,12,0.035905363
3.47223,0.006,0.029,12,0.017005515
3.47223,0.006,0.058,12,0.008187385
5.78705,0.006,0.00042,12,1.875493811
5.78705,0.006,0.00085,12,0.961450201
5.78705,0.006,0.0017,12,0.491760333
5.78705,0.006,0.0035,12,0.241359118
5.78705,0.006,0.005,12,0.169442426
5.78705,0.006,0.007,12,0.121259892
5.78705,0.006,0.014,12,0.060263191
5.78705,0.006,0.029,12,0.028765976
5.78705,0.006,0.058,12,0.014065732
8.680575,0.006,0.00085,12,1.416351424
8.680575,0.006,0.0017,12,0.730375006
8.680575,0.006,0.0035,12,0.360280261
8.680575,0.006,0.005,12,0.253303861
8.680575,0.006,0.007,12,0.181458207
8.680575,0.006,0.014,12,0.090710957
8.680575,0.006,0.029,12,0.043464681
8.680575,0.006,0.058,12,0.021417182
11.5741,0.006,0.00085,12,1.856415448
11.5741,0.006,0.0017,12,0.960820088
11.5741,0.006,0.0035,12,0.478046073
11.5741,0.006,0.005,12,0.336589182
11.5741,0.006,0.007,12,0.241359118
11.5741,0.006,0.014,12,0.121259892
11.5741,0.006,0.029,12,0.058163343
11.5741,0.006,0.058,12,0.028765976
17.36115,0.006,0.0017,12,1.415438144
17.36115,0.006,0.0035,12,0.71019934
17.36115,0.006,0.005,12,0.501462538
17.36115,0.006,0.007,12,0.360280261
17.36115,0.006,0.014,12,0.181458207
17.36115,0.006,0.029,12,0.087561177
17.36115,0.006,0.058,12,0.043464681
23.1482,0.006,0.0017,12,1.855236106
23.1482,0.006,0.0035,12,0.934483991
23.1482,0.006,0.005,12,0.66412311
23.1482,0.006,0.007,12,0.478046073
23.1482,0.006,0.014,12,0.241359118
23.1482,0.006,0.029,12,0.117097239
23.1482,0.006,0.058,12,0.058163343
34.7223,0.006,0.0035,12,1.377251068
34.7223,0.006,0.005,12,0.979437466
34.7223,0.006,0.007,12,0.71019934
34.7223,0.006,0.014,12,0.360280261
34.7223,0.006,0.029,12,0.175244625
34.7223,0.006,0.058,12,0.087561177
46.2964,0.006,0.0035,12,1.805906628
46.2964,0.006,0.005,12,1.289872151
46.2964,0.006,0.007,12,0.934483991
46.2964,0.006,0.014,12,0.478046073
46.2964,0.006,0.029,12,0.233114483
46.2964,0.006,0.058,12,0.117097239
69.4446,0.006,0.005,12,1.890063215
69.4446,0.006,0.007,12,1.377251068
69.4446,0.006,0.014,12,0.71019934
69.4446,0.006,0.029,12,0.348032019
69.4446,0.006,0.058,12,0.175244625
92.5928,0.006,0.005,12,2.465610519
92.5928,0.006,0.007,12,1.805906628
92.5928,0.006,0.014,12,0.934483991
92.5928,0.006,0.029,12,0.461870356
92.5928,0.006,0.058,12,0.233114483
115.741,0.006,0.007,12,2.221763034
115.741,0.006,0.014,12,1.157721599
115.741,0.006,0.029,12,0.574649436
115.741,0.006,0.058,12,0.290709425
144.67625,0.006,0.014,12,1.431575881
144.67625,0.006,0.029,12,0.714163193
144.67625,0.006,0.058,12,0.362320409
173.6115,0.006,0.014,12,1.699990557
173.6115,0.006,0.029,12,0.848796822
173.6115,0.006,0.058,12,0.43351084
202.54675,0.006,0.014,12,1.963288323
202.54675,0.006,0.029,12,0.984852364
202.54675,0.006,0.058,12,0.504285588
231.482,0.006,0.014,12,2.221763034
231.482,0.006,0.029,12,1.119502191
231.482,0.006,0.058,12,0.574649436
289.3525,0.006,0.029,12,1.384757099
289.3525,0.006,0.058,12,0.714163193
347.223,0.006,0.029,12,1.644886415
347.223,0.006,0.058,12,0.848796822
405.0935,0.006,0.029,12,1.900185856
405.0935,0.006,0.058,12,0.984852364
462.964,0.006,0.029,12,2.150925436
462.964,0.006,0.058,12,1.119502191
520.8345,0.006,0.029,12,2.397352358
520.8345,0.006,0.058,12,1.252789923
578.705,0.006,0.058,12,1.384757099
636.5755,0.006,0.058,12,1.515443334
694.446,0.006,0.058,12,1.644886415
752.3165,0.006,0.058,12,1.77312243
810.187,0.006,0.058,12,1.900185856
925.928,0.006,0.058,12,2.150925436
1041.669,0.006,0.058,12,2.397352358
0.1736115,0.006,0.00021,16,0.091127244
0.1736115,0.006,0.00042,16,0.045208056
0.1736115,0.006,0.00085,16,0.0221263
0.1736115,0.006,0.0017,16,0.010825274
0.1736115,0.006,0.0035,16,0.005022469
0.1736115,0.006,0.005,16,0.003377796
0.1736115,0.006,0.007,16,0.002281329
0.1736115,0.006,0.014,16,0.000910829
0.1736115,0.006,0.029,16,0.000201942
0.1736115,0.006,0.058,16,-0.000128875
0.578705,0.006,0.00021,16,0.30268173
0.578705,0.006,0.00042,16,0.151644612
0.578705,0.006,0.00085,16,0.07482298
0.578705,0.006,0.0017,16,0.037156602
0.578705,0.006,0.0035,16,0.017813318
0.578705,0.006,0.005,16,0.012330728
0.578705,0.006,0.007,16,0.008677509
0.578705,0.006,0.014,16,0.004108753
0.578705,0.006,0.029,16,0.001745726
0.578705,0.006,0.058,16,0.000643024
1.15741,0.006,0.00021,16,0.59977541
1.15741,0.006,0.00042,16,0.301855713
1.15741,0.006,0.00085,16,0.149999715
1.15741,0.006,0.0017,16,0.074771737
1.15741,0.006,0.0035,16,0.036086868
1.15741,0.006,0.005,16,0.025123323
1.15741,0.006,0.007,16,0.017813318
1.15741,0.006,0.014,16,0.008677509
1.15741,0.006,0.029,16,0.003951219
1.15741,0.006,0.058,16,0.001745726
1.736115,0.006,0.00021,16,0.891505072
1.736115,0.006,0.00042,16,0.450683619
1.736115,0.006,0.00085,16,0.224468707
1.736115,0.006,0.0017,16,0.112559766
1.736115,0.006,0.0035,16,0.054359389
1.736115,0.006,0.005,16,0.037914111
1.736115,0.006,0.007,16,0.026950549
1.736115,0.006,0.014,16,0.01324419
1.736115,0.006,0.029,16,0.006156767
1.736115,0.006,0.058,16,0.002848479
2.31482,0.006,0.00021,16,1.175909434
2.31482,0.006,0.00042,16,0.598153428
2.31482,0.006,0.00085,16,0.298596182
2.31482,0.006,0.0017,16,0.149898103
2.31482,0.006,0.0035,16,0.072632227
2.31482,0.006,0.005,16,0.05070482
2.31482,0.006,0.007,16,0.036086868
2.31482,0.006,0.014,16,0.017813318
2.31482,0.006,0.029,16,0.00836247
2.31482,0.006,0.058,16,0.003951219
3.47223,0.006,0.00021,16,1.73474825
3.47223,0.006,0.00042,16,0.889115581
3.47223,0.006,0.00085,16,0.445838904
3.47223,0.006,0.0017,16,0.224316989
3.47223,0.006,0.0035,16,0.109370155
3.47223,0.006,0.005,16,0.076286806
3.47223,0.006,0.007,16,0.054359389
3.47223,0.006,0.014,16,0.026950549
3.47223,0.006,0.029,16,0.012771687
3.47223,0.006,0.058,16,0.006156767
5.78705,0.006,0.00042,16,1.453700398
5.78705,0.006,0.00085,16,0.736359625
5.78705,0.006,0.0017,16,0.372134659
5.78705,0.006,0.0035,16,0.181858484
5.78705,0.006,0.005,16,0.127522739
5.78705,0.006,0.007,16,0.090905146
5.78705,0.006,0.014,16,0.045223158
5.78705,0.006,0.029,16,0.021595146
5.78705,0.006,0.058,16,0.010567483
8.680575,0.006,0.00042,16,2.137116972
8.680575,0.006,0.00085,16,1.090207481
8.680575,0.006,0.0017,16,0.555025587
8.680575,0.006,0.0035,16,0.272014124
8.680575,0.006,0.005,16,0.190896707
8.680575,0.006,0.007,16,0.136591396
8.680575,0.006,0.014,16,0.068064005
8.680575,0.006,0.029,16,0.032621366
8.680575,0.006,0.058,16,0.016080007
11.5741,0.006,0.00085,16,1.438507148
11.5741,0.006,0.0017,16,0.735869661
11.5741,0.006,0.0035,16,0.361669656
11.5741,0.006,0.005,16,0.254023175
11.5741,0.006,0.007,16,0.181858484
11.5741,0.006,0.014,16,0.090905146
11.5741,0.006,0.029,16,0.043647909
11.5741,0.006,0.058,16,0.021595146
17.36115,0.006,0.00085,16,2.115174904
17.36115,0.006,0.0017,16,1.089489031
17.36115,0.006,0.0035,16,0.539502296
17.36115,0.006,0.005,16,0.379541225
17.36115,0.006,0.007,16,0.272014124
17.36115,0.006,0.014,16,0.136591396
17.36115,0.006,0.029,16,0.065701133
17.36115,0.006,0.058,16,0.032621366
23.1482,0.006,0.0017,16,1.437568217
23.1482,0.006,0.0035,16,0.715399178
23.1482,0.006,0.005,16,0.504091967
23.1482,0.006,0.007,16,0.361669656
23.1482,0.006,0.014,16,0.181858484
23.1482,0.006,0.029,16,0.087754636
23.1482,0.006,0.058,16,0.043647909
34.7223,0.006,0.0017,16,2.113818662
34.7223,0.006,0.0035,16,1.061549788
34.7223,0.006,0.005,16,0.750349909
34.7223,0.006,0.007,16,0.539502296
34.7223,0.006,0.014,16,0.272014124
