"Flow_well","Temp_diff","Temp_diff_real","kW_well","Hydr_gradient","Hydr_conductivity","Aqu_thickness","Long_dispersivity","Trans_dispersivity","Iso_width","Iso_distance","Area","Isotherm"
10.6,7,5.89487429158,3.59,0.0015,0.00085,6,5,2.5,12.6940935375,22.9621489664,257.17526307,3
10.6,7,5.89487429158,3.59,0.0015,0.00085,6,5,2.5,6.91652860824,8.18292490243,56.0246068754,4
10.6,7,5.89487429158,3.59,0.0015,0.00085,6,5,2.5,2.33385855403,1.62130012381,4.66949440329,5
14.4,7,6.34399734711,4.877,0.0015,0.00085,6,5,2.5,71.7494649962,590.452561941,34168.5612468,1
14.4,7,6.34399734711,4.877,0.0015,0.00085,6,5,2.5,33.1338322627,128.617384792,3506.40515174,2
14.4,7,6.34399734711,4.877,0.0015,0.00085,6,5,2.5,19.2076925407,45.416817567,749.848184731,3
14.4,7,6.34399734711,4.877,0.0015,0.00085,6,5,2.5,11.4852427829,18.0069083712,190.087718032,4
14.4,7,6.34399734711,4.877,0.0015,0.00085,6,5,2.5,5.79463669817,5.72012328766,35.3431969099,5
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,90.7693414819,939.164552431,68553.5677057,1
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,42.8301618335,207.751626083,7276.54508832,2
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,25.6109165356,75.7208513259,1625.14488006,3
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,16.0627831725,31.3408304421,443.042146253,4
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,9.17896432732,11.4763286292,103.757455154,5
18.1,7,6.63153709943,6.13,0.0015,0.00085,6,5,2.5,1.64286117394,0.957358477868,2.00398391185,6
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,110.151036477,1378.85540267,122028.574169,1
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,52.7614269689,309.409684481,13292.1394565,2
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,32.2163649119,114.820187793,3063.81305676,3
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,20.8540804643,48.4950427353,874.992665225,4
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,12.7238414125,19.3261799926,230.226499131,5
21.9,7,6.83618113628,7.417,0.0015,0.00085,6,5,2.5,4.46009279952,3.61468656344,18.5742296728,6
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,129.374271372,1895.26540964,197527.517646,1
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,62.6547195497,431.728420114,21960.0976338,2
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,38.8557424174,161.947588754,5186.82764136,3
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,25.6992916404,70.2500891742,1531.40290387,4
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,16.3475433356,29.4172696046,432.458827573,5
25.7,7,6.98248100556,8.703,0.0015,0.00085,6,5,2.5,7.24586472259,7.24675131086,55.7653467825,6
43.5,7,6.00403258418,14.732,0.0015,0.0035,6,5,2.5,52.1223491356,353.937520833,14922.0945566,1
43.5,7,6.00403258418,14.732,0.0015,0.0035,6,5,2.5,23.485338111,75.6284097155,1474.95751884,2
43.5,7,6.00403258418,14.732,0.0015,0.0035,6,5,2.5,13.1595814721,26.0789247577,299.63004361,3
43.5,7,6.00403258418,14.732,0.0015,0.0035,6,5,2.5,7.43054015451,9.60743477094,69.0010433971,4
43.5,7,6.00403258418,14.732,0.0015,0.0035,6,5,2.5,2.94346703569,2.250868342,7.90869033798,5
59,7,6.43311541369,19.981,0.0015,0.0035,6,5,2.5,71.5738789137,658.520766373,37954.5030645,1
59,7,6.43311541369,19.981,0.0015,0.0035,6,5,2.5,33.3750327257,144.10302293,3938.85542858,2
59,7,6.43311541369,19.981,0.0015,0.0035,6,5,2.5,19.6424708858,51.5745330238,856.774348202,3
59,7,6.43311541369,19.981,0.0015,0.0035,6,5,2.5,12.0173023289,20.6663654557,224.210794351,4
59,7,6.43311541369,19.981,0.0015,0.0035,6,5,2.5,6.41723556989,6.92643538484,46.1705610585,5
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,90.8759274688,1055.80676279,77117.9400623,1
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,43.2200433692,234.694920225,8269.77514892,2
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,26.1684818226,86.1851500273,1874.00226265,3
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,16.7213753335,35.8288257626,523.307161397,4
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,9.91891435789,13.6582185632,130.311849702,5
74.5,7,6.71130401483,25.23,0.0015,0.0035,6,5,2.5,2.56227328993,1.7415288566,5.50436493038,6
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,110.141444991,1548.00392057,136949.897193,1
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,53.0971928164,349.040487869,15054.3722214,2
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,32.7674593018,130.261996993,3513.65745557,3
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,21.5376246626,55.6328813547,1022.79585252,4
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,13.5104214371,22.7579469094,280.77053121,5
90.1,7,6.90261109456,30.513,0.0015,0.0035,6,5,2.5,5.44200630259,4.8994810104,29.5799106906,6
105.6,7,7.03738510922,35.762,0.0015,0.0035,6,5,2.5,62.8772772617,485.089734051,24733.2478471,2
105.6,7,7.03738510922,35.762,0.0015,0.0035,6,5,2.5,39.3377973979,183.479277454,5907.6432723,3
105.6,7,7.03738510922,35.762,0.0015,0.0035,6,5,2.5,26.3704458939,79.7955489543,1772.51612745,4
105.6,7,7.03738510922,35.762,0.0015,0.0035,6,5,2.5,17.1618613123,34.0920364074,517.103519463,5
105.6,7,7.03738510922,35.762,0.0015,0.0035,6,5,2.5,8.23739918376,9.12687933881,77.516145263,6
87.1,7,6.02519086767,29.497,0.0015,0.007,6,5,2.5,52.2314461673,362.087829016,15296.3620018,1
87.1,7,6.02519086767,29.497,0.0015,0.007,6,5,2.5,23.5868532057,77.0669686576,1516.04809413,2
87.1,7,6.02519086767,29.497,0.0015,0.007,6,5,2.5,13.268777213,26.7352780087,309.394207211,3
87.1,7,6.02519086767,29.497,0.0015,0.007,6,5,2.5,7.53864908652,9.91954352196,71.9291384248,4
87.1,7,6.02519086767,29.497,0.0015,0.007,6,5,2.5,3.0649274099,2.38797580101,8.67278756399,5
118.1,7,6.45038552511,39.995,0.0015,0.007,6,5,2.5,71.6723385281,673.447649148,38856.0597046,1
118.1,7,6.45038552511,39.995,0.0015,0.007,6,5,2.5,33.4712874923,147.439205784,4040.86035439,2
118.1,7,6.45038552511,39.995,0.0015,0.007,6,5,2.5,19.7573632292,52.5241886184,881.578291824,3
118.1,7,6.45038552511,39.995,0.0015,0.007,6,5,2.5,12.1362448981,21.3156166136,231.974270365,4
118.1,7,6.45038552511,39.995,0.0015,0.007,6,5,2.5,6.54412197078,7.19071374447,48.6211256106,5
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,90.969729522,1079.04241351,78887.0411977,1
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,43.3209836971,240.048254048,8474.81341859,2
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,26.2826380841,88.0642248126,1925.17838899,3
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,16.8480728635,36.9769753472,539.717902722,4
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,10.0555018147,14.0701754697,135.776883432,5
149.1,7,6.72552309966,50.494,0.0015,0.007,6,5,2.5,2.7352363441,1.89535263053,6.37432577602,6
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,110.03849232,1576.285563,139317.391836,1
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,53.0981756451,355.619952954,15335.9919397,2
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,32.8231952038,132.842947206,3585.99800296,3
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,21.6251642344,56.7935093708,1047.05615143,4
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,13.6236902648,23.3261508265,289.20130643,5
180,7,6.9128696803,60.958,0.0015,0.007,6,5,2.5,5.59202694076,5.1233166135,31.6151132583,6
211,7,7.04611860466,71.457,0.0015,0.007,6,5,2.5,62.8784066792,494.608868326,25202.4094415,2
211,7,7.04611860466,71.457,0.0015,0.007,6,5,2.5,39.3957832932,186.956641095,6030.02186006,3
211,7,7.04611860466,71.457,0.0015,0.007,6,5,2.5,26.4667982228,81.4989693428,1814.01061215,4
211,7,7.04611860466,71.457,0.0015,0.007,6,5,2.5,17.283739625,34.8974487037,531.791134377,5
211,7,7.04611860466,71.457,0.0015,0.007,6,5,2.5,8.39585531904,9.44443393122,81.5094275553,6
721.6,7,6.04233939506,244.375,0.0015,0.058,6,5,2.5,52.2609352777,368.812815121,15584.1469574,1
721.6,7,6.04233939506,244.375,0.0015,0.058,6,5,2.5,23.6519787888,78.9342999626,1547.93077296,2
721.6,7,6.04233939506,244.375,0.0015,0.058,6,5,2.5,13.3446556805,27.1603463482,317.043866388,3
721.6,7,6.04233939506,244.375,0.0015,0.058,6,5,2.5,7.61959106586,10.1953429237,74.2874558126,4
721.6,7,6.04233939506,244.375,0.0015,0.058,6,5,2.5,3.15996853738,2.5017929649,9.31482566697,5
977.4,7,6.46332339683,331.004,0.0015,0.058,6,5,2.5,71.6219665516,684.14220651,39449.0608993,1
977.4,7,6.46332339683,331.004,0.0015,0.058,6,5,2.5,33.4891658999,149.776668604,4108.78976807,2
977.4,7,6.46332339683,331.004,0.0015,0.058,6,5,2.5,19.8104614587,53.5609608252,898.745448372,3
977.4,7,6.46332339683,331.004,0.0015,0.058,6,5,2.5,12.2075044151,21.7551986753,237.425842033,4
977.4,7,6.46332339683,331.004,0.0015,0.058,6,5,2.5,6.63163890889,7.39150721162,50.4303207533,5
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,90.8323901341,1095.01479235,79927.8542284,1
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,43.2988140569,243.789607353,8597.42605557,2
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,26.308374297,89.6425514488,1956.43300252,3
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,16.9056640049,37.4804832495,550.183768601,4
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,10.1362116472,14.3923722949,139.433468988,5
1233.2,7,6.73562679933,417.632,0.0015,0.058,6,5,2.5,2.85607981502,2.00362063672,7.02806896076,6
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,109.871147508,1599.77511122,141175.605406,1
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,53.0592131719,361.120918061,15558.4339311,2
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,32.845693397,134.983477181,3643.71639338,3
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,21.6817302671,58.0933935721,1066.38508211,4
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,13.7083373401,23.7946172812,296.112784707,5
1488.9,7,6.92137750003,504.227,0.0015,0.058,6,5,2.5,5.71416800935,5.31233763048,33.3555172907,6
1744.7,7,7.05297890317,590.856,0.0015,0.058,6,5,2.5,62.7987301729,501.872991785,25534.087032,2
1744.7,7,7.05297890317,590.856,0.0015,0.058,6,5,2.5,39.3906989668,189.997436071,6117.70100294,3
1744.7,7,7.05297890317,590.856,0.0015,0.058,6,5,2.5,26.5102043861,83.0984958787,1844.15170716,4
1744.7,7,7.05297890317,590.856,0.0015,0.058,6,5,2.5,17.3614458422,35.4289643414,542.903790569,5
1744.7,7,7.05297890317,590.856,0.0015,0.058,6,5,2.5,8.51486439952,9.70087319955,84.6700566629,6
2.6,7,4.29429485675,0.881,0.0015,0.00021,6,10,5,47.1230454362,129.480588943,5139.03493547,1
2.6,7,4.29429485675,0.881,0.0015,0.00021,6,10,5,17.0862822239,24.3990896091,383.080811064,2
2.6,7,4.29429485675,0.881,0.0015,0.00021,6,10,5,6.82442609167,6.17480794015,45.3831819292,3
4.1,7,5.10870104932,1.388,0.0015,0.00021,6,10,5,79.4561816916,333.149102621,21703.8935906,1
4.1,7,5.10870104932,1.388,0.0015,0.00021,6,10,5,33.0571357094,68.2296144494,1951.69658956,2
4.1,7,5.10870104932,1.388,0.0015,0.00021,6,10,5,16.4423905598,21.6285324852,335.041115931,3
4.1,7,5.10870104932,1.388,0.0015,0.00021,6,10,5,7.25200588656,6.12387488966,50.1320227329,4
5.6,7,5.62893052934,1.896,0.0015,0.00021,6,10,5,111.309045043,630.953217752,56964.7074054,1
5.6,7,5.62893052934,1.896,0.0015,0.00021,6,10,5,49.1723227642,134.108389571,5548.02790146,2
5.6,7,5.62893052934,1.896,0.0015,0.00021,6,10,5,26.6457370692,45.4049393436,1083.63465355,3
5.6,7,5.62893052934,1.896,0.0015,0.00021,6,10,5,14.2187790773,16.0487424014,228.965712425,4
5.6,7,5.62893052934,1.896,0.0015,0.00021,6,10,5,4.44963577631,3.00255392287,16.8597042856,5
7.1,7,5.98700563943,2.404,0.0015,0.00021,6,10,5,142.711054928,1021.25736857,117669.480238,1
7.1,7,5.98700563943,2.404,0.0015,0.00021,6,10,5,65.2803327032,222.16268189,12032.2559843,2
7.1,7,5.98700563943,2.404,0.0015,0.00021,6,10,5,37.0949258317,78.1165069826,2515.37758201,3
7.1,7,5.98700563943,2.404,0.0015,0.00021,6,10,5,21.4713327728,30.1590043018,608.605499451,4
7.1,7,5.98700563943,2.404,0.0015,0.00021,6,10,5,9.92160758027,8.74506983766,96.3342949639,5
8.6,7,6.24542474148,2.912,0.0015,0.00021,6,10,5,173.727845989,1502.95231928,210328.200609,1
8.6,7,6.24542474148,2.912,0.0015,0.00021,6,10,5,81.3398579746,332.968908886,22264.3944911,2
8.6,7,6.24542474148,2.912,0.0015,0.00021,6,10,5,47.6596034538,120.151662372,4865.92420482,3
8.6,7,6.24542474148,2.912,0.0015,0.00021,6,10,5,28.9278662965,48.331481638,1268.93073925,4
8.6,7,6.24542474148,2.912,0.0015,0.00021,6,10,5,15.3887681585,16.5977736462,262.568488748,5
10.6,7,4.55912840379,3.59,0.0015,0.00085,6,10,5,48.9443452811,164.69106748,6695.48559465,1
10.6,7,4.55912840379,3.59,0.0015,0.00085,6,10,5,18.9862536976,32.3447520292,544.998826037,2
10.6,7,4.55912840379,3.59,0.0015,0.00085,6,10,5,8.50617144339,9.12378432203,77.9726592294,3
10.6,7,4.55912840379,3.59,0.0015,0.00085,6,10,5,2.21219076372,1.35799255735,4.04924822392,4
16.6,7,5.33968744153,5.622,0.0015,0.00085,6,10,5,80.6154907771,415.636507881,27266.9831443,1
16.6,7,5.33968744153,5.622,0.0015,0.00085,6,10,5,34.8595290572,86.8515744118,2564.07347428,2
16.6,7,5.33968744153,5.622,0.0015,0.00085,6,10,5,18.3665489314,28.6718097282,476.945167995,3
16.6,7,5.33968744153,5.622,0.0015,0.00085,6,10,5,9.19845606648,9.22233207914,89.3409915041,4
22.7,7,5.83457233651,7.688,0.0015,0.00085,6,10,5,112.327723938,786.671626069,71384.1936517,1
22.7,7,5.83457233651,7.688,0.0015,0.00085,6,10,5,51.0183253923,169.651990726,7179.69362221,2
22.7,7,5.83457233651,7.688,0.0015,0.00085,6,10,5,28.7927223,58.9487496756,1476.23764119,3
22.7,7,5.83457233651,7.688,0.0015,0.00085,6,10,5,16.4538121426,22.151858282,347.12182825,4
22.7,7,5.83457233651,7.688,0.0015,0.00085,6,10,5,6.9652990946,5.63749905596,45.7675800224,5
28.8,7,6.16757502257,9.753,0.0015,0.00085,6,10,5,143.609475046,1272.51041462,147189.176951,1
28.8,7,6.16757502257,9.753,0.0015,0.00085,6,10,5,67.1165750482,280.424399927,15457.0170975,2
28.8,7,6.16757502257,9.753,0.0015,0.00085,6,10,5,39.3715569226,100.662853559,3359.51061865,3
28.8,7,6.16757502257,9.753,0.0015,0.00085,6,10,5,23.9444166357,40.2373455491,872.049842253,4
28.8,7,6.16757502257,9.753,0.0015,0.00085,6,10,5,12.6077524504,13.293481128,175.17172188,5
34.8,7,6.40005732037,11.785,0.0015,0.00085,6,10,5,173.968942133,1860.27441173,260499.27809,1
34.8,7,6.40005732037,11.785,0.0015,0.00085,6,10,5,82.8950458806,416.947668058,28209.0838744,2
34.8,7,6.40005732037,11.785,0.0015,0.00085,6,10,5,49.8621869281,152.606177353,6366.50807415,3
34.8,7,6.40005732037,11.785,0.0015,0.00085,6,10,5,31.4875906635,63.3422735765,1750.41436826,4
34.8,7,6.40005732037,11.785,0.0015,0.00085,6,10,5,18.2050015425,23.4800643705,417.390087623,5
43.5,7,4.6238063048,14.732,0.0015,0.0035,6,10,5,49.0890630376,174.542830516,7085.68247457,1
43.5,7,4.6238063048,14.732,0.0015,0.0035,6,10,5,19.328652338,34.5105278068,587.374099789,2
43.5,7,4.6238063048,14.732,0.0015,0.0035,6,10,5,8.87135991264,9.93420664188,87.2545203277,3
43.5,7,4.6238063048,14.732,0.0015,0.0035,6,10,5,2.64122293339,1.70738113891,5.94421432978,4
68.4,7,5.40454506074,23.164,0.0015,0.0035,6,10,5,80.9371484319,442.983258054,29131.9526148,1
68.4,7,5.40454506074,23.164,0.0015,0.0035,6,10,5,35.3291178414,92.9773027827,2769.22502748,2
68.4,7,5.40454506074,23.164,0.0015,0.0035,6,10,5,18.8816143541,31.0034953484,524.928270374,3
68.4,7,5.40454506074,23.164,0.0015,0.0035,6,10,5,9.7307312201,10.2456257939,103.250938641,4
93.3,7,5.8874652338,31.597,0.0015,0.0035,6,10,5,112.305572906,833.466568926,75566.2107051,1
93.3,7,5.8874652338,31.597,0.0015,0.0035,6,10,5,51.3358038436,180.413117364,7657.63426534,2
93.3,7,5.8874652338,31.597,0.0015,0.0035,6,10,5,29.2587015708,63.1557922101,1593.07837751,3
93.3,7,5.8874652338,31.597,0.0015,0.0035,6,10,5,16.9833058427,23.9931204928,383.531141351,4
93.3,7,5.8874652338,31.597,0.0015,0.0035,6,10,5,7.59667842644,6.45383488216,56.1733070758,5
118.2,7,6.21144972537,40.029,0.0015,0.0035,6,10,5,143.244408163,1343.98824489,154988.283224,1
118.2,7,6.21144972537,40.029,0.0015,0.0035,6,10,5,67.2735667286,297.136072552,16373.8233081,2
118.2,7,6.21144972537,40.029,0.0015,0.0035,6,10,5,39.7575994404,107.054298628,3589.98785593,3
118.2,7,6.21144972537,40.029,0.0015,0.0035,6,10,5,24.4579837566,42.9654392791,946.381378234,4
118.2,7,6.21144972537,40.029,0.0015,0.0035,6,10,5,13.2280154875,14.6290634482,199.430998253,5
143.1,7,6.44018663361,48.462,0.0015,0.0035,6,10,5,173.782561301,1973.02930017,275710.629374,1
143.1,7,6.44018663361,48.462,0.0015,0.0035,6,10,5,83.141618458,443.078314385,30023.9493589,2
143.1,7,6.44018663361,48.462,0.0015,0.0035,6,10,5,50.341579448,162.836652338,6829.0593917,3
143.1,7,6.44018663361,48.462,0.0015,0.0035,6,10,5,32.0982511113,67.9105914361,1901.01352053,4
143.1,7,6.44018663361,48.462,0.0015,0.0035,6,10,5,18.91447516,25.4875772507,468.01855149,5
87.1,7,4.63773031825,29.497,0.0015,0.007,6,10,5,49.2106244791,176.847805843,7193.10860813,1
87.1,7,4.63773031825,29.497,0.0015,0.007,6,10,5,19.4314708163,35.0130346255,598.480541336,2
87.1,7,4.63773031825,29.497,0.0015,0.007,6,10,5,8.96140136346,10.1412758041,89.5469881348,3
87.1,7,4.63773031825,29.497,0.0015,0.007,6,10,5,2.7349127193,1.78743493244,6.4101193722,4
136.8,7,5.41521911186,46.328,0.0015,0.007,6,10,5,80.9867667243,447.773811373,29450.873883,1
136.8,7,5.41521911186,46.328,0.0015,0.007,6,10,5,35.4058316874,93.8864157464,2804.35457965,2
136.8,7,5.41521911186,46.328,0.0015,0.007,6,10,5,18.9645709638,31.3963412722,533.159131946,3
136.8,7,5.41521911186,46.328,0.0015,0.007,6,10,5,9.81810522197,10.4136557606,105.673217003,4
186.5,7,5.89597927482,63.16,0.0015,0.007,6,10,5,112.279002236,841.502871892,76250.0640443,1
186.5,7,5.89597927482,63.16,0.0015,0.007,6,10,5,51.376670116,182.197377637,7736.21733085,2
186.5,7,5.89597927482,63.16,0.0015,0.007,6,10,5,29.3288557953,63.7299055188,1612.32470333,3
186.5,7,5.89597927482,63.16,0.0015,0.007,6,10,5,17.0663737764,24.2947072583,389.572464586,4
186.5,7,5.89597927482,63.16,0.0015,0.007,6,10,5,7.69693259634,6.59285669725,57.9700506619,5
236.2,7,6.21840862733,79.991,0.0015,0.007,6,10,5,143.1524099,1355.65785356,156221.263631,1
236.2,7,6.21840862733,79.991,0.0015,0.007,6,10,5,67.2787059222,299.724534238,16519.6738445,2
236.2,7,6.21840862733,79.991,0.0015,0.007,6,10,5,39.8058240502,108.109457784,3626.81691759,3
236.2,7,6.21840862733,79.991,0.0015,0.007,6,10,5,24.5334667344,43.5417597861,958.330607077,4
236.2,7,6.21840862733,79.991,0.0015,0.007,6,10,5,13.32345522,14.8534123552,203.442317545,5
285.9,7,6.44596845357,96.822,0.0015,0.007,6,10,5,173.618643639,1989.25044601,277708.007744,1
285.9,7,6.44596845357,96.822,0.0015,0.007,6,10,5,83.1153554833,446.874008805,30265.4688619,2
285.9,7,6.44596845357,96.822,0.0015,0.007,6,10,5,50.3738163757,164.315120629,6891.6493189,3
285.9,7,6.44596845357,96.822,0.0015,0.007,6,10,5,32.1624044802,68.6639848961,1921.83725533,4
285.9,7,6.44596845357,96.822,0.0015,0.007,6,10,5,19.0058494321,25.8627339613,475.331843243,5
721.6,7,4.64806116355,244.375,0.0015,0.058,6,10,5,49.2534479561,178.510902777,7263.47968882,1
721.6,7,4.64806116355,244.375,0.0015,0.058,6,10,5,19.492819004,35.3395335627,606.025759559,2
721.6,7,4.64806116355,244.375,0.0015,0.058,6,10,5,9.02131658999,10.2690214993,91.1679541885,3
721.6,7,4.64806116355,244.375,0.0015,0.058,6,10,5,2.80292609188,1.84664833541,6.76391763137,4
1132.4,7,5.42311978211,383.496,0.0015,0.058,6,10,5,80.9472981786,451.117481751,29649.0144186,1
1132.4,7,5.42311978211,383.496,0.0015,0.058,6,10,5,35.4306035621,94.7941507964,2826.90353764,2
1132.4,7,5.42311978211,383.496,0.0015,0.058,6,10,5,19.0108226675,31.6795849298,538.663442673,3
1132.4,7,5.42311978211,383.496,0.0015,0.058,6,10,5,9.87632675547,10.5407299897,107.385031978,4
1543.2,7,5.90226106139,522.616,0.0015,0.058,6,10,5,112.155115772,847.009861345,76657.8916651,1
1543.2,7,5.90226106139,522.616,0.0015,0.058,6,10,5,51.3593512868,183.456639066,7784.39699705,2
1543.2,7,5.90226106139,522.616,0.0015,0.058,6,10,5,29.3555608628,64.2038652748,1624.56103103,3
1543.2,7,5.90226106139,522.616,0.0015,0.058,6,10,5,17.1151632693,24.5092444162,393.635563434,4
1543.2,7,5.90226106139,522.616,0.0015,0.058,6,10,5,7.76717469193,6.69401699903,59.2767344972,5
1954,7,6.2235315029,661.737,0.0015,0.058,6,10,5,142.947077935,1363.84759612,156930.998947,1
1954,7,6.2235315029,661.737,0.0015,0.058,6,10,5,67.2220681032,301.621587448,16606.1780795,2
1954,7,6.2235315029,661.737,0.0015,0.058,6,10,5,39.8065596004,108.848226858,3649.49923838,3
1954,7,6.2235315029,661.737,0.0015,0.058,6,10,5,24.5706638714,43.9148568412,966.080243243,4
1954,7,6.2235315029,661.737,0.0015,0.058,6,10,5,13.3857734508,15.0103659669,206.244768447,5
2364.8,7,6.45021780355,800.857,0.0015,0.058,6,10,5,83.0179755392,449.597142413,30404.8967345,2
2364.8,7,6.45021780355,800.857,0.0015,0.058,6,10,5,50.3529352673,165.511597467,6929.13427593,3
2364.8,7,6.45021780355,800.857,0.0015,0.058,6,10,5,32.1855433511,69.0810328147,1934.95643573,4
2364.8,7,6.45021780355,800.857,0.0015,0.058,6,10,5,19.0603283789,26.1438455609,480.281091835,5
2.6,7,3.12875004915,0.881,0.0015,0.00021,6,20,10,39.4719383301,68.4018922195,2421.86039309,1
2.6,7,3.12875004915,0.881,0.0015,0.00021,6,20,10,10.3232937478,9.8638297986,105.196826165,2
4.8,7,4.19891102836,1.626,0.0015,0.00021,6,20,10,87.8183353399,254.942983839,18785.8626549,1
4.8,7,4.19891102836,1.626,0.0015,0.00021,6,20,10,32.4145973527,48.4364218106,1431.0419767,2
4.8,7,4.19891102836,1.626,0.0015,0.00021,6,20,10,13.3006126738,12.521471836,176.572009842,3
7,7,4.87219187406,2.371,0.0015,0.00021,6,20,10,135.307524692,556.829597744,61817.9744353,1
7,7,4.87219187406,2.371,0.0015,0.00021,6,20,10,55.9922373397,113.962779107,5530.61782644,2
7,7,4.87219187406,2.371,0.0015,0.00021,6,20,10,27.5811028728,35.5452540993,929.669220071,3
7,7,4.87219187406,2.371,0.0015,0.00021,6,20,10,11.6275459427,9.39581849107,126.778398821,4
9.1,7,5.31918090366,3.082,0.0015,0.00021,6,20,10,179.794947715,950.782211249,138959.462106,1
9.1,7,5.31918090366,3.082,0.0015,0.00021,6,20,10,78.7436923724,201.785393997,13436.1008657,2
9.1,7,5.31918090366,3.082,0.0015,0.00021,6,20,10,41.944357544,67.3905308175,2552.42138296,3
9.1,7,5.31918090366,3.082,0.0015,0.00021,6,20,10,21.5254966289,22.5446727453,501.001406549,4
11.3,7,5.66283200004,3.827,0.0015,0.00021,6,20,10,225.58795505,1471.66283715,268532.134493,1
11.3,7,5.66283200004,3.827,0.0015,0.00021,6,20,10,102.563645226,320.494946751,27382.0550177,2
11.3,7,5.66283200004,3.827,0.0015,0.00021,6,20,10,57.3686715436,111.507340815,5597.50627635,3
11.3,7,5.66283200004,3.827,0.0015,0.00021,6,20,10,32.2343244118,41.2770680762,1284.1203845,4
11.3,7,5.66283200004,3.827,0.0015,0.00021,6,20,10,12.8150006812,9.90255574842,150.588723906,5
10.6,7,3.27008590845,3.59,0.0015,0.00085,6,20,10,41.4174737801,79.4018896058,2903.01789868,1
10.6,7,3.27008590845,3.59,0.0015,0.00085,6,20,10,11.7506632155,12.2863233598,144.04434814,2
19.4,7,4.33113149155,6.57,0.0015,0.00085,6,20,10,88.9903041449,287.15903925,21277.9524408,1
19.4,7,4.33113149155,6.57,0.0015,0.00085,6,20,10,34.0173356045,55.7307610231,1696.50515341,2
19.4,7,4.33113149155,6.57,0.0015,0.00085,6,20,10,14.8232183829,15.2542583642,230.994537459,3
28.2,7,4.99159478186,9.55,0.0015,0.00085,6,20,10,135.626445743,620.981075433,68813.5414624,1
28.2,7,4.99159478186,9.55,0.0015,0.00085,6,20,10,57.3956554979,128.606848996,6319.59828512,2
28.2,7,4.99159478186,9.55,0.0015,0.00085,6,20,10,29.2160370953,41.1567940757,1113.62573043,3
28.2,7,4.99159478186,9.55,0.0015,0.00085,6,20,10,13.3980166522,11.855107823,177.277204603,4
37,7,5.44385695672,12.53,0.0015,0.00085,6,20,10,181.364312919,1078.5429935,158551.879424,1
37,7,5.44385695672,12.53,0.0015,0.00085,6,20,10,80.8883485185,231.169280236,15669.3363934,2
37,7,5.44385695672,12.53,0.0015,0.00085,6,20,10,44.2373602865,78.5775173857,3082.4194864,3
