timestamp,datetime,total_power_w,total_gpu_power_w,total_cpu_power_w,cpu_utilization_pct,num_active_gpus,num_processes
1774883426.6529574,2026-03-30T17:10:26.652957,87.2660625,54.93,32.3360625,1.1375,0,1
1774883429.924278,2026-03-30T17:10:29.924278,133.3675,101.08,32.2875,1.0714285714285714,0,1
1774883431.36524,2026-03-30T17:10:31.365240,134.397375,101.64,32.757375,1.7107142857142856,0,1
1774883432.8115656,2026-03-30T17:10:32.811566,134.233125,101.46000000000001,32.773125,1.7321428571428572,0,1
1774883434.5923064,2026-03-30T17:10:34.592306,135.181625,100.76,34.421625,3.975,0,1
1774883436.1781738,2026-03-30T17:10:36.178174,136.90375,101.44,35.46375,5.392857142857143,0,1
1774883438.143002,2026-03-30T17:10:38.143002,136.85950000000003,100.96000000000001,35.8995,5.985714285714286,0,1
1774883440.4314559,2026-03-30T17:10:40.431456,138.88925,104.57000000000001,34.31925,3.835714285714286,0,1
1774883441.9606125,2026-03-30T17:10:41.960613,138.937875,102.6,36.337875,6.582142857142857,0,1
1774883443.7901077,2026-03-30T17:10:43.790108,135.9960625,102.61,33.3860625,2.5660714285714286,0,1
1774883445.314259,2026-03-30T17:10:45.314259,137.1745,102.00999999999999,35.1645,4.985714285714286,0,1
1774883447.119986,2026-03-30T17:10:47.119986,137.347875,102.89999999999999,34.447874999999996,4.010714285714285,0,1
1774883448.7289987,2026-03-30T17:10:48.728999,138.34875,101.94,36.40875,6.678571428571429,0,1
1774883450.5518057,2026-03-30T17:10:50.551806,136.5875625,102.53999999999999,34.0475625,3.4660714285714285,0,1
1774883452.0989664,2026-03-30T17:10:52.098966,137.287,101.23,36.057,6.2,1,1
1774883453.9999998,2026-03-30T17:10:54,136.0761875,102.32,33.7561875,3.069642857142857,0,1
1774883455.5435348,2026-03-30T17:10:55.543535,138.6423125,102.5,36.1423125,6.316071428571428,0,1
1774883457.4431536,2026-03-30T17:10:57.443154,135.8546875,101.92,33.9346875,3.3125,0,1
1774883459.0033183,2026-03-30T17:10:59.003318,137.1175625,102.02,35.0975625,4.894642857142857,0,1
1774883460.8483071,2026-03-30T17:11:00.848307,136.3699375,102.22,34.1499375,3.605357142857143,0,1
1774883462.3823726,2026-03-30T17:11:02.382373,138.3766875,102.51,35.8666875,5.941071428571428,0,1
1774883464.2513473,2026-03-30T17:11:04.251347,136.28775000000002,102.42,33.86775,3.2214285714285715,0,1
1774883465.8010187,2026-03-30T17:11:05.801019,137.8210625,101.81,36.0110625,6.1375,0,1
1774883467.6457858,2026-03-30T17:11:07.645786,136.5633125,102.71,33.8533125,3.2017857142857147,0,1
1774883469.1876483,2026-03-30T17:11:09.187648,137.8994375,102.71000000000001,35.1894375,5.019642857142857,0,1
1774883471.0564945,2026-03-30T17:11:11.056494,136.18562500000002,102.31,33.875625,3.232142857142857,0,1
1774883472.5835373,2026-03-30T17:11:12.583537,140.747,104.27,36.477000000000004,6.771428571428571,0,1
1774883474.41936,2026-03-30T17:11:14.419360,135.6809375,101.72,33.9609375,3.3482142857142856,0,1
1774883475.9810073,2026-03-30T17:11:15.981007,137.6380625,102.11,35.5280625,5.480357142857143,0,1
1774883477.8746717,2026-03-30T17:11:17.874672,136.0809375,102.12,33.9609375,3.3482142857142856,0,1
1774883479.4656122,2026-03-30T17:11:19.465612,138.5504375,102.5,36.0504375,6.191071428571428,0,1
1774883481.3384404,2026-03-30T17:11:21.338440,135.2804375,101.54,33.7404375,3.0482142857142853,0,1
1774883482.8697777,2026-03-30T17:11:22.869778,137.9925,102.03,35.9625,6.071428571428571,0,1
1774883484.6560447,2026-03-30T17:11:24.656045,136.2723125,102.23,34.0423125,3.4589285714285714,0,1
1774883486.2245052,2026-03-30T17:11:26.224505,137.849125,102.42999999999999,35.419125,5.332142857142857,0,1
1774883488.1043105,2026-03-30T17:11:28.104311,136.0420625,102.32,33.7220625,3.023214285714286,0,1
1774883489.6697376,2026-03-30T17:11:29.669738,139.7218125,103.59,36.1318125,6.301785714285714,0,1
1774883491.5409544,2026-03-30T17:11:31.540954,136.995125,102.71,34.285125,3.789285714285714,0,1
1774883493.0922196,2026-03-30T17:11:33.092220,137.49768749999998,101.82,35.6776875,5.683928571428572,0,1
1774883494.8654745,2026-03-30T17:11:34.865474,135.94400000000002,101.84,34.104,3.542857142857143,0,1
1774883496.4360065,2026-03-30T17:11:36.436007,136.3765,102.22,34.1565,3.6142857142857143,0,1
1774883498.226268,2026-03-30T17:11:38.226268,136.8956875,102.31,34.5856875,4.198214285714285,0,1
1774883499.7873726,2026-03-30T17:11:39.787373,138.0210625,102.00999999999999,36.0110625,6.1375,1,1
1774883501.6616857,2026-03-30T17:11:41.661686,137.17756250000002,102.71000000000001,34.4675625,4.0375,0,1
1774883503.2043438,2026-03-30T17:11:43.204344,139.0306875,103.08,35.9506875,6.055357142857143,1,1
1774883505.0187073,2026-03-30T17:11:45.018707,136.794125,102.32,34.474125,4.046428571428572,0,1
1774883506.6358974,2026-03-30T17:11:46.635897,137.75125,101.92,35.83125,5.892857142857143,0,1
1774883508.419116,2026-03-30T17:11:48.419116,136.66568750000002,102.71000000000001,33.9556875,3.3410714285714285,0,1
1774883509.849131,2026-03-30T17:11:49.849131,137.64212500000002,101.32000000000001,36.322125,6.560714285714286,0,1
1774883511.7487772,2026-03-30T17:11:51.748777,136.7559375,102.89999999999999,33.8559375,3.205357142857143,0,1
1774883513.2385714,2026-03-30T17:11:53.238571,139.2754375,102.7,36.5754375,6.9053571428571425,1,1
1774883515.088715,2026-03-30T17:11:55.088715,135.3969375,101.73,33.6669375,2.9482142857142857,0,1
1774883516.6295276,2026-03-30T17:11:56.629528,138.286875,102.39,35.896875,5.982142857142857,0,1
1774883518.4332705,2026-03-30T17:11:58.433270,136.28481250000002,102.4,33.8848125,3.244642857142857,0,1
1774883519.9818444,2026-03-30T17:11:59.981844,137.733625,102.22,35.513625,5.460714285714286,0,1
1774883521.9370165,2026-03-30T17:12:01.937016,136.20800000000003,102.02000000000001,34.188,3.6571428571428575,0,1
1774883523.4736505,2026-03-30T17:12:03.473650,137.963,102.41,35.553,5.514285714285714,0,1
